"race","week","gender","count"
"Unknown","2017-32","Female",16
"Unknown","2017-32","Male",58
"Unknown","2017-32","Unknown",114
"Unknown","2017-33","Female",14
"Unknown","2017-33","Male",60
"Unknown","2017-33","Unknown",119
"Unknown","2017-34","Female",19
"Unknown","2017-34","Unknown",1
"Unknown","2017-34","Male",63
"Unknown","2017-34","Unknown",147
"Unknown","2017-35","Female",12
"Unknown","2017-35","Male",69
"Unknown","2017-35","Unknown",110
"Unknown","2017-36","Female",6
"Unknown","2017-36","Male",65
"Unknown","2017-36","Unknown",122
"Unknown","2017-37","Female",13
"Unknown","2017-37","Male",69
"Unknown","2017-37","Unknown",168
"Unknown","2017-38","Female",7
"Unknown","2017-38","Male",79
"Unknown","2017-38","Unknown",141
"Unknown","2017-39","Female",13
"Unknown","2017-39","Male",49
"Unknown","2017-39","Unknown",138
"Unknown","2017-40","Female",10
"Unknown","2017-40","Male",62
"Unknown","2017-40","Unknown",130
"Unknown","2017-41","Female",11
"Unknown","2017-41","Male",76
"Unknown","2017-41","Unknown",121
"Unknown","2017-42","Female",15
"Unknown","2017-42","Male",77
"Unknown","2017-42","Unknown",134
"Unknown","2017-43","Female",9
"Unknown","2017-43","Male",61
"Unknown","2017-43","Unknown",113
"Unknown","2017-44","Female",6
"Unknown","2017-44","Male",53
"Unknown","2017-44","Unknown",115
"Unknown","2017-45","Female",6
"Unknown","2017-45","Male",66
"Unknown","2017-45","Unknown",99
"Unknown","2017-46","Female",8
"Unknown","2017-46","Male",64
"Unknown","2017-46","Unknown",112
"Unknown","2017-47","Female",6
"Unknown","2017-47","Unknown",1
"Unknown","2017-47","Male",44
"Unknown","2017-47","Unknown",99
"Unknown","2017-48","Female",10
"Unknown","2017-48","Unknown",1
"Unknown","2017-48","Male",61
"Unknown","2017-48","Unknown",144
"Unknown","2017-49","Female",6
"Unknown","2017-49","Male",47
"Unknown","2017-49","Unknown",112
"Unknown","2017-50","Female",7
"Unknown","2017-50","Unknown",1
"Unknown","2017-50","Male",42
"Unknown","2017-50","Unknown",119
"Unknown","2017-51","Female",13
"Unknown","2017-51","Unknown",1
"Unknown","2017-51","Male",43
"Unknown","2017-51","Unknown",105
"Unknown","2017-52","Female",3
"Unknown","2017-52","Male",24
"Unknown","2017-52","Unknown",105
"Unknown","2018-01","Female",8
"Unknown","2018-01","Male",29
"Unknown","2018-01","Unknown",120
"Unknown","2018-02","Female",6
"Unknown","2018-02","Unknown",1
"Unknown","2018-02","Male",35
"Unknown","2018-02","Unknown",92
"Unknown","2018-03","Female",8
"Unknown","2018-03","Unknown",1
"Unknown","2018-03","Male",29
"Unknown","2018-03","Unknown",102
"Unknown","2018-04","Female",5
"Unknown","2018-04","Male",33
"Unknown","2018-04","Unknown",96
"Unknown","2018-05","Female",9
"Unknown","2018-05","Male",46
"Unknown","2018-05","Unknown",89
"Unknown","2018-06","Female",6
"Unknown","2018-06","Unknown",2
"Unknown","2018-06","Male",37
"Unknown","2018-06","Unknown",119
"Unknown","2018-07","Female",13
"Unknown","2018-07","Male",46
"Unknown","2018-07","Unknown",102
"Unknown","2018-08","Female",3
"Unknown","2018-08","Male",35
"Unknown","2018-08","Unknown",97
"Unknown","2018-09","Female",14
"Unknown","2018-09","Male",54
"Unknown","2018-09","Unknown",110
"Unknown","2018-10","Female",11
"Unknown","2018-10","Unknown",1
"Unknown","2018-10","Male",44
"Unknown","2018-10","Unknown",103
"Unknown","2018-11","Female",5
"Unknown","2018-11","Male",37
"Unknown","2018-11","Unknown",97
"Unknown","2018-12","Female",12
"Unknown","2018-12","Unknown",2
"Unknown","2018-12","Male",44
"Unknown","2018-12","Unknown",133
"Unknown","2018-13","Female",2
"Unknown","2018-13","Unknown",1
"Unknown","2018-13","Male",48
"Unknown","2018-13","Unknown",118
"Unknown","2018-14","Female",5
"Unknown","2018-14","Unknown",1
"Unknown","2018-14","Male",49
"Unknown","2018-14","Unknown",83
"Unknown","2018-15","Female",9
"Unknown","2018-15","Male",38
"Unknown","2018-15","Unknown",84
"Unknown","2018-16","Female",14
"Unknown","2018-16","Male",46
"Unknown","2018-16","Unknown",90
"Unknown","2018-17","Female",14
"Unknown","2018-17","Male",56
"Unknown","2018-17","Unknown",80
"Unknown","2018-18","Female",16
"Unknown","2018-18","Male",70
"Unknown","2018-18","Unknown",136
"Unknown","2018-19","Female",14
"Unknown","2018-19","Unknown",2
"Unknown","2018-19","Male",66
"Unknown","2018-19","Unknown",101
"Unknown","2018-20","Female",11
"Unknown","2018-20","Unknown",1
"Unknown","2018-20","Male",58
"Unknown","2018-20","Unknown",116
"Unknown","2018-21","Female",11
"Unknown","2018-21","Unknown",2
"Unknown","2018-21","Male",66
"Unknown","2018-21","Unknown",124
"Unknown","2018-22","Female",15
"Unknown","2018-22","Unknown",1
"Unknown","2018-22","Male",59
"Unknown","2018-22","Unknown",99
"Unknown","2018-23","Female",15
"Unknown","2018-23","Unknown",1
"Unknown","2018-23","Male",59
"Unknown","2018-23","Unknown",102
"Unknown","2018-24","Female",10
"Unknown","2018-24","Male",74
"Unknown","2018-24","Unknown",101
"Unknown","2018-25","Female",6
"Unknown","2018-25","Male",65
"Unknown","2018-25","Unknown",108
"Unknown","2018-26","Female",5
"Unknown","2018-26","Male",61
"Unknown","2018-26","Unknown",110
"Unknown","2018-27","Female",10
"Unknown","2018-27","Unknown",1
"Unknown","2018-27","Male",69
"Unknown","2018-27","Unknown",117
"Unknown","2018-28","Female",13
"Unknown","2018-28","Male",53
"Unknown","2018-28","Unknown",130
"Unknown","2018-29","Female",10
"Unknown","2018-29","Male",65
"Unknown","2018-29","Unknown",112
"Unknown","2018-30","Female",12
"Unknown","2018-30","Unknown",1
"Unknown","2018-30","Male",58
"Unknown","2018-30","Unknown",118
"Unknown","2018-31","Female",8
"Unknown","2018-31","Unknown",1
"Unknown","2018-31","Male",71
"Unknown","2018-31","Unknown",129
"Unknown","2018-32","Female",11
"Unknown","2018-32","Unknown",1
"Unknown","2018-32","Male",73
"Unknown","2018-32","Unknown",111
"Unknown","2018-33","Female",12
"Unknown","2018-33","Male",75
"Unknown","2018-33","Unknown",127
"Unknown","2018-34","Female",15
"Unknown","2018-34","Male",64
"Unknown","2018-34","Unknown",102
"Unknown","2018-35","Female",14
"Unknown","2018-35","Male",48
"Unknown","2018-35","Unknown",130
"Unknown","2018-36","Female",14
"Unknown","2018-36","Male",72
"Unknown","2018-36","Unknown",109
"Unknown","2018-37","Female",15
"Unknown","2018-37","Male",80
"Unknown","2018-37","Unknown",114
"Unknown","2018-38","Female",9
"Unknown","2018-38","Male",64
"Unknown","2018-38","Unknown",115
"Unknown","2018-39","Female",11
"Unknown","2018-39","Unknown",1
"Unknown","2018-39","Male",68
"Unknown","2018-39","Unknown",103
"Unknown","2018-40","Female",9
"Unknown","2018-40","Unknown",1
"Unknown","2018-40","Male",62
"Unknown","2018-40","Unknown",125
"Unknown","2018-41","Female",9
"Unknown","2018-41","Male",60
"Unknown","2018-41","Unknown",121
"Unknown","2018-42","Female",6
"Unknown","2018-42","Male",53
"Unknown","2018-42","Unknown",128
"Unknown","2018-43","Female",5
"Unknown","2018-43","Unknown",1
"Unknown","2018-43","Male",68
"Unknown","2018-43","Unknown",125
"Unknown","2018-44","Female",5
"Unknown","2018-44","Male",57
"Unknown","2018-44","Unknown",140
"Unknown","2018-45","Female",8
"Unknown","2018-45","Male",45
"Unknown","2018-45","Unknown",112
"Unknown","2018-46","Female",8
"Unknown","2018-46","Male",52
"Unknown","2018-46","Unknown",115
"Unknown","2018-47","Female",9
"Unknown","2018-47","Male",48
"Unknown","2018-47","Unknown",100
"Unknown","2018-48","Female",7
"Unknown","2018-48","Male",45
"Unknown","2018-48","Unknown",102
"Unknown","2018-49","Female",8
"Unknown","2018-49","Male",46
"Unknown","2018-49","Unknown",100
"Unknown","2018-50","Female",16
"Unknown","2018-50","Male",63
"Unknown","2018-50","Unknown",132
"Unknown","2018-51","Female",14
"Unknown","2018-51","Male",66
"Unknown","2018-51","Unknown",97
"Unknown","2018-52","Female",3
"Unknown","2018-52","Male",32
"Unknown","2018-52","Unknown",73
"Unknown","2019-01","Female",8
"Unknown","2019-01","Male",49
"Unknown","2019-01","Unknown",104
"Unknown","2019-02","Female",9
"Unknown","2019-02","Male",41
"Unknown","2019-02","Unknown",102
"Unknown","2019-03","Female",6
"Unknown","2019-03","Male",42
"Unknown","2019-03","Unknown",97
"Unknown","2019-04","Female",10
"Unknown","2019-04","Male",21
"Unknown","2019-04","Unknown",79
"Unknown","2019-05","Female",3
"Unknown","2019-05","Male",25
"Unknown","2019-05","Unknown",64
"Unknown","2019-06","Female",4
"Unknown","2019-06","Male",26
"Unknown","2019-06","Unknown",79
"Unknown","2019-07","Female",5
"Unknown","2019-07","Male",26
"Unknown","2019-07","Unknown",60
"Unknown","2019-08","Female",7
"Unknown","2019-08","Male",31
"Unknown","2019-08","Unknown",81
"Unknown","2019-09","Female",8
"Unknown","2019-09","Male",33
"Unknown","2019-09","Unknown",67
"Unknown","2019-10","Female",11
"Unknown","2019-10","Male",28
"Unknown","2019-10","Unknown",68
"Unknown","2019-11","Female",5
"Unknown","2019-11","Unknown",1
"Unknown","2019-11","Male",43
"Unknown","2019-11","Unknown",96
"Unknown","2019-12","Female",5
"Unknown","2019-12","Male",46
"Unknown","2019-12","Unknown",116
"Unknown","2019-13","Female",8
"Unknown","2019-13","Male",46
"Unknown","2019-13","Unknown",126
"Unknown","2019-14","Female",9
"Unknown","2019-14","Male",61
"Unknown","2019-14","Unknown",107
"Unknown","2019-15","Female",16
"Unknown","2019-15","Male",41
"Unknown","2019-15","Unknown",113
"Unknown","2019-16","Female",11
"Unknown","2019-16","Male",48
"Unknown","2019-16","Unknown",107
"Unknown","2019-17","Female",11
"Unknown","2019-17","Male",59
"Unknown","2019-17","Unknown",119
"Unknown","2019-18","Female",3
"Unknown","2019-18","Unknown",1
"Unknown","2019-18","Male",73
"Unknown","2019-18","Unknown",101
"Unknown","2019-19","Female",8
"Unknown","2019-19","Male",68
"Unknown","2019-19","Unknown",139
"Unknown","2019-20","Female",11
"Unknown","2019-20","Male",71
"Unknown","2019-20","Unknown",157
"Unknown","2019-21","Female",16
"Unknown","2019-21","Male",73
"Unknown","2019-21","Unknown",155
"Unknown","2019-22","Female",9
"Unknown","2019-22","Unknown",1
"Unknown","2019-22","Male",71
"Unknown","2019-22","Unknown",126
"Unknown","2019-23","Female",19
"Unknown","2019-23","Male",79
"Unknown","2019-23","Unknown",147
"Unknown","2019-24","Female",10
"Unknown","2019-24","Male",60
"Unknown","2019-24","Unknown",149
"Unknown","2019-25","Female",7
"Unknown","2019-25","Unknown",1
"Unknown","2019-25","Male",51
"Unknown","2019-25","Unknown",150
"Unknown","2019-26","Female",11
"Unknown","2019-26","Male",64
"Unknown","2019-26","Unknown",141
"Unknown","2019-27","Female",12
"Unknown","2019-27","Male",66
"Unknown","2019-27","Unknown",130
"Unknown","2019-28","Female",17
"Unknown","2019-28","Unknown",1
"Unknown","2019-28","Male",60
"Unknown","2019-28","Unknown",138
"Unknown","2019-29","Female",17
"Unknown","2019-29","Male",86
"Unknown","2019-29","Unknown",134
"Unknown","2019-30","Female",15
"Unknown","2019-30","Unknown",1
"Unknown","2019-30","Male",72
"Unknown","2019-30","Unknown",116
"Unknown","2019-31","Female",18
"Unknown","2019-31","Male",65
"Unknown","2019-31","Unknown",107
"Unknown","2019-32","Female",12
"Unknown","2019-32","Male",56
"Unknown","2019-32","Unknown",156
"Unknown","2019-33","Female",12
"Unknown","2019-33","Male",62
"Unknown","2019-33","Unknown",122
"Unknown","2019-34","Female",15
"Unknown","2019-34","Male",62
"Unknown","2019-34","Unknown",148
"Unknown","2019-35","Female",19
"Unknown","2019-35","Male",81
"Unknown","2019-35","Unknown",135
"Unknown","2019-36","Female",13
"Unknown","2019-36","Male",75
"Unknown","2019-36","Unknown",129
"Unknown","2019-37","Female",13
"Unknown","2019-37","Unknown",1
"Unknown","2019-37","Male",72
"Unknown","2019-37","Unknown",115
"Unknown","2019-38","Female",11
"Unknown","2019-38","Male",74
"Unknown","2019-38","Unknown",164
"Unknown","2019-39","Female",10
"Unknown","2019-39","Unknown",1
"Unknown","2019-39","Male",67
"Unknown","2019-39","Unknown",140
"Unknown","2019-40","Female",11
"Unknown","2019-40","Male",59
"Unknown","2019-40","Unknown",117
"Unknown","2019-41","Female",8
"Unknown","2019-41","Unknown",2
"Unknown","2019-41","Male",46
"Unknown","2019-41","Unknown",120
"Unknown","2019-42","Female",9
"Unknown","2019-42","Unknown",1
"Unknown","2019-42","Male",67
"Unknown","2019-42","Unknown",117
"Unknown","2019-43","Female",4
"Unknown","2019-43","Unknown",1
"Unknown","2019-43","Male",48
"Unknown","2019-43","Unknown",111
"Unknown","2019-44","Female",6
"Unknown","2019-44","Unknown",1
"Unknown","2019-44","Male",50
"Unknown","2019-44","Unknown",112
"Unknown","2019-45","Female",6
"Unknown","2019-45","Male",51
"Unknown","2019-45","Unknown",90
"Unknown","2019-46","Female",11
"Unknown","2019-46","Male",41
"Unknown","2019-46","Unknown",91
"Unknown","2019-47","Female",10
"Unknown","2019-47","Male",56
"Unknown","2019-47","Unknown",124
"Unknown","2019-48","Female",4
"Unknown","2019-48","Male",36
"Unknown","2019-48","Unknown",100
"Unknown","2019-49","Female",5
"Unknown","2019-49","Male",43
"Unknown","2019-49","Unknown",106
"Unknown","2019-50","Female",6
"Unknown","2019-50","Male",31
"Unknown","2019-50","Unknown",76
"Unknown","2019-51","Female",3
"Unknown","2019-51","Unknown",1
"Unknown","2019-51","Male",45
"Unknown","2019-51","Unknown",112
"Unknown","2019-52","Female",5
"Unknown","2019-52","Male",31
"Unknown","2019-52","Unknown",99
"Unknown","2020-01","Female",8
"Unknown","2020-01","Male",29
"Unknown","2020-01","Unknown",63
"Unknown","2020-02","Female",9
"Unknown","2020-02","Unknown",1
"Unknown","2020-02","Male",50
"Unknown","2020-02","Unknown",96
"Unknown","2020-03","Female",8
"Unknown","2020-03","Male",39
"Unknown","2020-03","Unknown",106
"Unknown","2020-04","Female",7
"Unknown","2020-04","Male",38
"Unknown","2020-04","Unknown",125
"Unknown","2020-05","Female",14
"Unknown","2020-05","Male",43
"Unknown","2020-05","Unknown",109
"Unknown","2020-06","Female",9
"Unknown","2020-06","Male",52
"Unknown","2020-06","Unknown",106
"Unknown","2020-07","Female",6
"Unknown","2020-07","Male",42
"Unknown","2020-07","Unknown",99
"Unknown","2020-08","Female",10
"Unknown","2020-08","Male",41
"Unknown","2020-08","Unknown",119
"Unknown","2020-09","Female",8
"Unknown","2020-09","Male",51
"Unknown","2020-09","Unknown",95
"Unknown","2020-10","Female",8
"Unknown","2020-10","Male",53
"Unknown","2020-10","Unknown",131
"Unknown","2020-11","Female",12
"Unknown","2020-11","Male",70
"Unknown","2020-11","Unknown",128
"Unknown","2020-12","Female",13
"Unknown","2020-12","Unknown",1
"Unknown","2020-12","Male",61
"Unknown","2020-12","Unknown",142
"Unknown","2020-13","Female",6
"Unknown","2020-13","Male",58
"Unknown","2020-13","Unknown",137
"Unknown","2020-14","Female",12
"Unknown","2020-14","Male",42
"Unknown","2020-14","Unknown",132
"Unknown","2020-15","Female",6
"Unknown","2020-15","Male",57
"Unknown","2020-15","Unknown",146
"Unknown","2020-16","Female",17
"Unknown","2020-16","Male",51
"Unknown","2020-16","Unknown",133
"Unknown","2020-17","Female",7
"Unknown","2020-17","Unknown",1
"Unknown","2020-17","Male",63
"Unknown","2020-17","Unknown",109
"Unknown","2020-18","Female",13
"Unknown","2020-18","Unknown",1
"Unknown","2020-18","Male",57
"Unknown","2020-18","Unknown",129
"Unknown","2020-19","Female",12
"Unknown","2020-19","Male",50
"Unknown","2020-19","Unknown",141
"Unknown","2020-20","Female",10
"Unknown","2020-20","Unknown",1
"Unknown","2020-20","Male",45
"Unknown","2020-20","Unknown",117
"Unknown","2020-21","Female",5
"Unknown","2020-21","Male",59
"Unknown","2020-21","Unknown",140
"Unknown","2020-22","Female",7
"Unknown","2020-22","Male",38
"Unknown","2020-22","Unknown",179
"Unknown","2020-23","Female",10
"Unknown","2020-23","Male",93
"Unknown","2020-23","Unknown",376
"Unknown","2020-24","Female",1
"Unknown","2020-24","Male",10
"Unknown","2020-24","Unknown",52
"White","2016-44","Female",35
"White","2016-44","Male",102
"White","2016-45","Female",52
"White","2016-45","Unknown",1
"White","2016-45","Male",122
"White","2016-46","Female",55
"White","2016-46","Male",129
"White","2016-47","Female",70
"White","2016-47","Male",124
"White","2016-47","Unknown",1
"White","2016-48","Female",96
"White","2016-48","Male",122
"White","2016-48","Unknown",1
"White","2016-49","Female",50
"White","2016-49","Unknown",1
"White","2016-49","Male",83
"White","2016-49","Unknown",1
"White","2016-50","Female",30
"White","2016-50","Male",94
"White","2016-50","Unknown",1
"White","2016-51","Female",49
"White","2016-51","Unknown",1
"White","2016-51","Male",107
"White","2016-51","Unknown",2
"White","2016-52","Female",53
"White","2016-52","Male",125
"White","2017-01","Female",50
"White","2017-01","Male",120
"White","2017-02","Female",91
"White","2017-02","Male",139
"White","2017-02","Unknown",1
"White","2017-03","Female",68
"White","2017-03","Male",140
"White","2017-04","Female",99
"White","2017-04","Male",196
"White","2017-04","Unknown",1
"White","2017-05","Female",77
"White","2017-05","Unknown",1
"White","2017-05","Male",151
"White","2017-06","Female",123
"White","2017-06","Male",157
"White","2017-07","Female",124
"White","2017-07","Male",190
"White","2017-07","Unknown",1
"White","2017-08","Female",109
"White","2017-08","Male",188
"White","2017-08","Unknown",1
"White","2017-09","Female",114
"White","2017-09","Male",206
"White","2017-10","Female",89
"White","2017-10","Male",175
"White","2017-10","Unknown",1
"White","2017-11","Female",120
"White","2017-11","Unknown",1
"White","2017-11","Male",200
"White","2017-12","Female",86
"White","2017-12","Male",171
"White","2017-12","Unknown",1
"White","2017-13","Female",128
"White","2017-13","Male",250
"White","2017-14","Female",116
"White","2017-14","Male",253
"White","2017-15","Female",101
"White","2017-15","Male",183
"White","2017-15","Unknown",2
"White","2017-16","Female",117
"White","2017-16","Unknown",1
"White","2017-16","Male",246
"White","2017-16","Unknown",1
"White","2017-17","Female",96
"White","2017-17","Male",180
"White","2017-18","Female",84
"White","2017-18","Male",197
"White","2017-19","Female",93
"White","2017-19","Male",178
"White","2017-20","Female",66
"White","2017-20","Unknown",1
"White","2017-20","Male",171
"White","2017-21","Female",88
"White","2017-21","Male",196
"White","2017-22","Female",63
"White","2017-22","Male",138
"White","2017-22","Unknown",1
"White","2017-23","Female",78
"White","2017-23","Male",170
"White","2017-23","Unknown",1
"White","2017-24","Female",64
"White","2017-24","Male",135
"White","2017-24","Unknown",1
"White","2017-25","Female",66
"White","2017-25","Male",131
"White","2017-26","Female",84
"White","2017-26","Male",150
"White","2017-26","Unknown",1
"White","2017-27","Female",65
"White","2017-27","Male",141
"White","2017-28","Female",88
"White","2017-28","Male",159
"White","2017-28","Unknown",1
"White","2017-29","Female",99
"White","2017-29","Unknown",1
"White","2017-29","Male",195
"White","2017-29","Unknown",2
"White","2017-30","Female",61
"White","2017-30","Unknown",1
"White","2017-30","Male",139
"White","2017-31","Female",57
"White","2017-31","Male",126
"White","2017-32","Female",57
"White","2017-32","Male",126
"White","2017-33","Female",61
"White","2017-33","Male",107
"White","2017-34","Female",77
"White","2017-34","Male",137
"White","2017-35","Female",73
"White","2017-35","Male",125
"White","2017-36","Female",65
"White","2017-36","Male",129
"White","2017-37","Female",73
"White","2017-37","Male",98
"White","2017-38","Female",50
"White","2017-38","Unknown",1
"White","2017-38","Male",116
"White","2017-38","Unknown",1
"White","2017-39","Female",55
"White","2017-39","Unknown",1
"White","2017-39","Male",139
"White","2017-39","Unknown",1
"White","2017-40","Female",66
"White","2017-40","Male",129
"White","2017-41","Female",87
"White","2017-41","Male",116
"White","2017-42","Female",66
"White","2017-42","Male",98
"White","2017-43","Female",70
"White","2017-43","Unknown",1
"White","2017-43","Male",125
"White","2017-44","Female",62
"White","2017-44","Unknown",2
"White","2017-44","Male",103
"White","2017-45","Female",72
"White","2017-45","Male",110
"White","2017-45","Unknown",1
"White","2017-46","Female",46
"White","2017-46","Unknown",1
"White","2017-46","Male",120
"White","2017-47","Female",78
"White","2017-47","Male",136
"White","2017-48","Female",53
"White","2017-48","Male",133
"White","2017-49","Female",56
"White","2017-49","Male",90
"White","2017-50","Female",63
"White","2017-50","Male",137
"White","2017-51","Female",70
"White","2017-51","Male",100
"White","2017-51","Unknown",1
"White","2017-52","Female",66
"White","2017-52","Male",127
"White","2018-01","Female",46
"White","2018-01","Male",88
"White","2018-02","Female",41
"White","2018-02","Male",93
"White","2018-02","Unknown",1
"White","2018-03","Female",58
"White","2018-03","Male",91
"White","2018-03","Unknown",1
"White","2018-04","Female",41
"White","2018-04","Male",95
"White","2018-05","Female",55
"White","2018-05","Male",113
"White","2018-05","Unknown",1
"White","2018-06","Female",75
"White","2018-06","Male",123
"White","2018-07","Female",73
"White","2018-07","Male",117
"White","2018-07","Unknown",5
"White","2018-08","Female",70
"White","2018-08","Male",109
"White","2018-08","Unknown",3
"White","2018-09","Female",80
"White","2018-09","Male",152
"White","2018-10","Female",107
"White","2018-10","Male",181
"White","2018-10","Unknown",1
"White","2018-11","Female",84
"White","2018-11","Male",191
"White","2018-12","Female",99
"White","2018-12","Male",158
"White","2018-13","Female",64
"White","2018-13","Male",137
"White","2018-13","Unknown",3
"White","2018-14","Female",64
"White","2018-14","Unknown",2
"White","2018-14","Male",154
"White","2018-15","Female",81
"White","2018-15","Male",140
"White","2018-16","Female",67
"White","2018-16","Unknown",1
"White","2018-16","Male",139
"White","2018-17","Female",63
"White","2018-17","Male",151
"White","2018-18","Female",70
"White","2018-18","Male",146
"White","2018-19","Female",78
"White","2018-19","Male",141
"White","2018-20","Female",74
"White","2018-20","Male",170
"White","2018-20","Unknown",2
"White","2018-21","Female",92
"White","2018-21","Male",157
"White","2018-21","Unknown",1
"White","2018-22","Female",74
"White","2018-22","Unknown",1
"White","2018-22","Male",169
"White","2018-22","Unknown",2
"White","2018-23","Female",66
"White","2018-23","Unknown",1
"White","2018-23","Male",121
"White","2018-23","Unknown",1
"White","2018-24","Female",71
"White","2018-24","Male",120
"White","2018-24","Unknown",1
"White","2018-25","Female",62
"White","2018-25","Male",134
"White","2018-25","Unknown",1
"White","2018-26","Female",47
"White","2018-26","Male",112
"White","2018-27","Female",70
"White","2018-27","Male",164
"White","2018-28","Female",96
"White","2018-28","Male",146
"White","2018-28","Unknown",4
"White","2018-29","Female",85
"White","2018-29","Unknown",1
"White","2018-29","Male",139
"White","2018-30","Female",85
"White","2018-30","Unknown",1
"White","2018-30","Male",146
"White","2018-30","Unknown",2
"White","2018-31","Female",61
"White","2018-31","Male",119
"White","2018-31","Unknown",1
"White","2018-32","Female",71
"White","2018-32","Unknown",1
"White","2018-32","Male",123
"White","2018-33","Female",48
"White","2018-33","Male",119
"White","2018-34","Female",39
"White","2018-34","Male",114
"White","2018-34","Unknown",1
"White","2018-35","Female",65
"White","2018-35","Male",137
"White","2018-35","Unknown",2
"White","2018-36","Female",47
"White","2018-36","Unknown",1
"White","2018-36","Male",89
"White","2018-36","Unknown",1
"White","2018-37","Female",51
"White","2018-37","Male",105
"White","2018-37","Unknown",2
"White","2018-38","Female",78
"White","2018-38","Male",182
"White","2018-39","Female",37
"White","2018-39","Male",88
"White","2018-40","Female",89
"White","2018-40","Male",136
"White","2018-41","Female",59
"White","2018-41","Male",111
"White","2018-42","Female",65
"White","2018-42","Male",119
"White","2018-42","Unknown",1
"White","2018-43","Female",64
"White","2018-43","Unknown",1
"White","2018-43","Male",123
"White","2018-43","Unknown",1
"White","2018-44","Female",78
"White","2018-44","Male",124
"White","2018-44","Unknown",1
"White","2018-45","Female",53
"White","2018-45","Male",103
"White","2018-46","Female",52
"White","2018-46","Unknown",3
"White","2018-46","Male",104
"White","2018-47","Female",54
"White","2018-47","Unknown",2
"White","2018-47","Male",98
"White","2018-48","Female",48
"White","2018-48","Unknown",1
"White","2018-48","Male",90
"White","2018-49","Female",39
"White","2018-49","Male",67
"White","2018-50","Female",73
"White","2018-50","Male",123
"White","2018-51","Female",49
"White","2018-51","Male",152
"White","2018-51","Unknown",1
"White","2018-52","Female",55
"White","2018-52","Male",93
"White","2019-01","Female",57
"White","2019-01","Unknown",1
"White","2019-01","Male",118
"White","2019-02","Female",78
"White","2019-02","Male",151
"White","2019-03","Female",41
"White","2019-03","Male",96
"White","2019-03","Unknown",1
"White","2019-04","Female",40
"White","2019-04","Unknown",1
"White","2019-04","Male",86
"White","2019-05","Female",30
"White","2019-05","Male",67
"White","2019-06","Female",22
"White","2019-06","Male",71
"White","2019-06","Unknown",1
"White","2019-07","Female",34
"White","2019-07","Male",66
"White","2019-07","Unknown",1
"White","2019-08","Female",54
"White","2019-08","Unknown",1
"White","2019-08","Male",103
"White","2019-09","Female",29
"White","2019-09","Male",77
"White","2019-10","Female",52
"White","2019-10","Male",97
"White","2019-10","Unknown",1
"White","2019-11","Female",59
"White","2019-11","Male",103
"White","2019-12","Female",72
"White","2019-12","Male",118
"White","2019-12","Unknown",1
"White","2019-13","Female",72
"White","2019-13","Male",136
"White","2019-14","Female",55
"White","2019-14","Unknown",1
"White","2019-14","Male",117
"White","2019-14","Unknown",1
"White","2019-15","Female",35
"White","2019-15","Male",84
"White","2019-16","Female",67
"White","2019-16","Male",138
"White","2019-16","Unknown",1
"White","2019-17","Female",48
"White","2019-17","Male",124
"White","2019-17","Unknown",1
"White","2019-18","Female",39
"White","2019-18","Male",78
"White","2019-19","Female",63
"White","2019-19","Male",92
"White","2019-20","Female",44
"White","2019-20","Male",81
"White","2019-20","Unknown",2
"White","2019-21","Female",70
"White","2019-21","Male",136
"White","2019-22","Female",70
"White","2019-22","Male",107
"White","2019-23","Female",54
"White","2019-23","Male",82
"White","2019-23","Unknown",1
"White","2019-24","Female",44
"White","2019-24","Unknown",1
"White","2019-24","Male",93
"White","2019-24","Unknown",1
"White","2019-25","Female",76
"White","2019-25","Male",91
"White","2019-26","Female",57
"White","2019-26","Male",118
"White","2019-26","Unknown",2
"White","2019-27","Female",57
"White","2019-27","Unknown",1
"White","2019-27","Male",132
"White","2019-28","Female",64
"White","2019-28","Unknown",1
"White","2019-28","Male",123
"White","2019-28","Unknown",3
"White","2019-29","Female",60
"White","2019-29","Unknown",1
"White","2019-29","Male",130
"White","2019-30","Female",59
"White","2019-30","Male",117
"White","2019-30","Unknown",2
"White","2019-31","Female",49
"White","2019-31","Male",123
"White","2019-32","Female",60
"White","2019-32","Unknown",1
"White","2019-32","Male",125
"White","2019-33","Female",63
"White","2019-33","Male",107
"White","2019-34","Female",71
"White","2019-34","Male",126
"White","2019-34","Unknown",1
"White","2019-35","Female",55
"White","2019-35","Male",116
"White","2019-35","Unknown",1
"White","2019-36","Female",70
"White","2019-36","Male",153
"White","2019-37","Female",60
"White","2019-37","Male",110
"White","2019-37","Unknown",1
"White","2019-38","Female",53
"White","2019-38","Male",125
"White","2019-39","Female",61
"White","2019-39","Unknown",1
"White","2019-39","Male",164
"White","2019-40","Female",68
"White","2019-40","Male",109
"White","2019-40","Unknown",2
"White","2019-41","Female",48
"White","2019-41","Male",82
"White","2019-42","Female",42
"White","2019-42","Male",93
"White","2019-42","Unknown",2
"White","2019-43","Female",45
"White","2019-43","Male",83
"White","2019-44","Female",59
"White","2019-44","Unknown",1
"White","2019-44","Male",90
"White","2019-45","Female",47
"White","2019-45","Male",102
"White","2019-46","Female",49
"White","2019-46","Male",104
"White","2019-47","Female",55
"White","2019-47","Male",81
"White","2019-48","Female",21
"White","2019-48","Male",68
"White","2019-48","Unknown",1
"White","2019-49","Female",41
"White","2019-49","Male",93
